1520803790664,29.79
1520803790656,29.770000000000003
1520803790648,29.770000000000003
1520803790640,29.770000000000003
1520803790632,29.770000000000003
1520803790624,29.770000000000003
1520803790616,29.759999999999998
1520803790608,29.750000000000007
1520803798657,29.750000000000007
1520803798649,29.759999999999998
1520803798641,29.750000000000007
1520803798633,29.740000000000002
1520803798625,29.750000000000007
1520803798617,29.740000000000002
1520803798609,29.750000000000007
1520803798601,29.759999999999998
1520803806664,29.750000000000007
1520803806656,29.750000000000007
1520803806648,29.750000000000007
1520803806640,29.750000000000007
1520803806632,29.750000000000007
1520803806624,29.759999999999998
1520803806616,29.759999999999998
1520803806608,29.750000000000007
1520803814657,29.750000000000007
1520803814649,29.750000000000007
1520803814641,29.750000000000007
1520803814633,29.750000000000007
1520803814625,29.740000000000002
1520803814617,29.759999999999998
1520803814609,29.759999999999998
1520803814601,29.759999999999998
1520803822649,29.750000000000007
1520803822641,29.759999999999998
1520803822633,29.740000000000002
1520803822625,29.750000000000007
1520803822617,29.740000000000002
1520803822609,29.759999999999998
1520803822601,29.740000000000002
1520803822593,29.740000000000002
1520803830657,29.750000000000007
1520803830649,29.750000000000007
1520803830641,29.750000000000007
1520803830633,29.740000000000002
1520803830625,29.740000000000002
1520803830617,29.740000000000002
1520803830609,29.740000000000002
1520803830601,29.729999999999997
1520803838650,29.729999999999997
1520803838642,29.740000000000002
1520803838634,29.740000000000002
1520803838626,29.740000000000002
1520803838618,29.740000000000002
1520803838610,29.740000000000002
1520803838602,29.740000000000002
1520803838594,29.740000000000002
1520803846658,29.740000000000002
1520803846650,29.720000000000006
1520803846642,29.729999999999997
1520803846634,29.720000000000006
1520803846626,29.740000000000002
1520803846618,29.729999999999997
1520803846610,29.740000000000002
1520803846602,29.740000000000002
1520803854667,29.750000000000007
1520803854659,29.740000000000002
1520803854651,29.740000000000002
1520803854643,29.740000000000002
1520803854635,29.740000000000002
1520803854627,29.740000000000002
1520803854619,29.740000000000002
1520803854611,29.740000000000002
1520803862659,29.740000000000002
1520803862651,29.740000000000002
1520803862643,29.740000000000002
1520803862635,29.740000000000002
1520803862627,29.750000000000007
1520803862619,29.759999999999998
