t,y
1520647739845,29.240000000000002
1520647795860,29.259999999999998
1520647795852,29.270000000000003
1520647803864,29.259999999999998
1520647803856,29.259999999999998
1520647811857,29.259999999999998
1520647811849,29.259999999999998
1520647819866,29.259999999999998
1520647819858,29.259999999999998
1520647827857,29.259999999999998
1520647827849,29.259999999999998
1520647835864,29.259999999999998
1520647835856,29.259999999999998
1520647843856,29.259999999999998
1520647843848,29.270000000000003
1520647851863,29.259999999999998
1520647851855,29.259999999999998
1520647859855,29.259999999999998
1520647859847,29.259999999999998
1520647867863,29.250000000000007
1520647867855,29.259999999999998
1520647875871,29.250000000000007
1520647875863,29.250000000000007
1520647883863,29.220000000000006
1520647883855,29.220000000000006
1520647891856,29.190000000000005
1520647891848,29.190000000000005
1520647899863,29.190000000000005
1520647899855,29.190000000000005
1520647907855,29.18
1520647907847,29.18
1520647915862,29.18
1520647915854,29.18
1520647923870,29.18
1520647923862,29.18
1520647931863,29.17000000000001
1520647931855,29.18
1520647939871,29.15
1520647939863,29.160000000000004
1520647947864,29.089999999999996
1520647947856,29.1
1520647955857,29.110000000000007
1520647955849,29.110000000000007
1520647963866,29.119999999999997
1520647963858,29.119999999999997
1520647971858,29.1
1520647971850,29.110000000000007
1520647979865,29.1
1520647979857,29.1
1520647987873,29.110000000000007
1520647987865,29.110000000000007
1520647995865,29.089999999999996
1520647995857,29.089999999999996
1520648003858,29.089999999999996
1520648003850,29.089999999999996
1520648011866,29.1
1520648011858,29.110000000000007
1520648019858,29.110000000000007
1520648019850,29.110000000000007
1520648027866,29.119999999999997
1520648027858,29.119999999999997
1520648035858,29.119999999999997
1520648035850,29.119999999999997
1520648043866,29.119999999999997
1520648043858,29.119999999999997
1520648051874,29.130000000000003
1520648051866,29.130000000000003
1520648059866,29.15
1520648059858,29.160000000000004
1520648067874,29.17000000000001
1520648067866,29.17000000000001
1520648075866,29.18
1520648075858,29.18
1520648083873,29.190000000000005
1520648083865,29.190000000000005
1520648091865,29.18
1520648091857,29.190000000000005
1520648099873,29.190000000000005
1520648099865,29.190000000000005
1520648107864,29.20000000000001
1520648107856,29.21
1520648115872,29.21
1520648115864,29.220000000000006
1520648123879,29.220000000000006
1520648123871,29.220000000000006
1520648131871,29.240000000000002
1520648131863,29.240000000000002
1520648139879,29.250000000000007
1520648139871,29.259999999999998
1520648147872,29.259999999999998
1520648147864,29.259999999999998
1520648155864,29.250000000000007
1520648155856,29.250000000000007
1520648163873,29.250000000000007
1520648163865,29.250000000000007
1520648171866,29.259999999999998
1520648171858,29.259999999999998
1520648179860,29.259999999999998
1520648179852,29.259999999999998
1520648187868,29.250000000000007
1520648187860,29.250000000000007
1520648195876,29.240000000000002
1520648195868,29.240000000000002
1520648203868,29.240000000000002
1520648203860,29.240000000000002
1520648203900,29.240000000000002
1520648203892,29.240000000000002
1520648211875,29.220000000000006
1520648211867,29.220000000000006
1520648219867,29.21
1520648219859,29.21
1520648227859,29.21
1520648227851,29.220000000000006
1520648235868,29.21
1520648235860,29.21
1520648243877,29.220000000000006
1520648243869,29.229999999999997
1520648251870,29.220000000000006
1520648251862,29.220000000000006
1520648259864,29.220000000000006
1520648259856,29.220000000000006
1520648267873,29.240000000000002
1520648267865,29.240000000000002
1520648275866,29.220000000000006
1520648275858,29.229999999999997
1520648283875,29.21
1520648283867,29.21
1520648291868,29.21
1520648291860,29.21
1520648299877,29.190000000000005
1520648299869,29.190000000000005
1520648307870,29.190000000000005
1520648307862,29.190000000000005
1520648315878,29.20000000000001
1520648315870,29.20000000000001
1520648323885,29.190000000000005
1520648323877,29.190000000000005
1520648331878,29.18
1520648331870,29.18
1520648339871,29.18
1520648339863,29.18
1520648347879,29.20000000000001
1520648347871,29.20000000000001
1520648355872,29.20000000000001
1520648355864,29.20000000000001
1520648363884,29.20000000000001
1520648363876,29.20000000000001
1520648371874,29.190000000000005
1520648371866,29.190000000000005
1520648379962,29.190000000000005
1520648379954,29.190000000000005
1520648387877,29.190000000000005
1520648387869,29.20000000000001
1520648395871,29.17000000000001
1520648395863,29.17000000000001
1520648403880,29.160000000000004
1520648403872,29.160000000000004
1520648411874,29.160000000000004
1520648411866,29.160000000000004
1520648419883,29.140000000000008
1520648419875,29.140000000000008
1520648427877,29.119999999999997
1520648427869,29.130000000000003
1520648435871,29.119999999999997
1520648435863,29.119999999999997
1520648443880,29.140000000000008
1520648443872,29.15
1520648451874,29.160000000000004
1520648451866,29.160000000000004
1520648459883,29.18
1520648459875,29.18
1520648467877,29.18
1520648467869,29.18
1520648475887,29.20000000000001
1520648475879,29.20000000000001
1520648483880,29.20000000000001
1520648483872,29.21
1520648491874,29.20000000000001
1520648491866,29.20000000000001
1520648499883,29.20000000000001
1520648499875,29.20000000000001
1520648507893,29.20000000000001
1520648507885,29.20000000000001
1520648515887,29.20000000000001
1520648515879,29.21
1520648523896,29.21
1520648523888,29.21
1520648531889,29.21
1520648531881,29.21
1520648539883,29.21
1520648539875,29.21
1520648547892,29.21
1520648547884,29.21
1520648555885,29.20000000000001
1520648555877,29.20000000000001
1520648563879,29.18
1520648563871,29.18
1520648571888,29.17000000000001
1520648571880,29.17000000000001
1520648579898,29.18
1520648579890,29.190000000000005
1520648587891,29.220000000000006
1520648587883,29.220000000000006
1520648595885,29.21
1520648595877,29.21
1520648603894,29.21
1520648603886,29.21
1520648611888,29.220000000000006
1520648611880,29.220000000000006
1520648619881,29.220000000000006
1520648619873,29.220000000000006
1520648627891,29.21
1520648627883,29.21
1520648635885,29.21
1520648635877,29.21
1520648643894,29.21
1520648643886,29.21
1520648651888,29.220000000000006
1520648651880,29.220000000000006
1520648659898,29.220000000000006
1520648659890,29.220000000000006
1520648667891,29.240000000000002
1520648667883,29.240000000000002
1520648675901,29.259999999999998
1520648675893,29.259999999999998
1520648683895,29.270000000000003
1520648683887,29.270000000000003
1520648691904,29.270000000000003
1520648691896,29.270000000000003
1520648699898,29.29
1520648699890,29.29
1520648707892,29.29
1520648707884,29.29
1520648715901,29.300000000000004
1520648715893,29.300000000000004
1520648723895,29.300000000000004
1520648723887,29.300000000000004
1520648731905,29.31000000000001
1520648731897,29.32
1520648739898,29.32
1520648739890,29.32
1520648747908,29.300000000000004
1520648747900,29.31000000000001
1520648755902,29.300000000000004
1520648755894,29.300000000000004
1520648763895,29.29
1520648763887,29.29
1520648771889,29.28000000000001
1520648771881,29.28000000000001
1520648779898,29.259999999999998
1520648779890,29.259999999999998
1520648787908,29.259999999999998
1520648787900,29.259999999999998
1520648795902,29.250000000000007
1520648795894,29.250000000000007
1520648803911,29.240000000000002
1520648803903,29.240000000000002
1520648811905,29.229999999999997
1520648811897,29.229999999999997
1520648819914,29.240000000000002
1520648819906,29.240000000000002
1520648827908,29.250000000000007
1520648827900,29.250000000000007
1520648835902,29.259999999999998
1520648835894,29.270000000000003
1520648843895,29.270000000000003
1520648843887,29.270000000000003
1520648851904,29.240000000000002
1520648851896,29.240000000000002
1520648859911,29.250000000000007
1520648859903,29.250000000000007
1520648867904,29.259999999999998
1520648867896,29.259999999999998
1520648875913,29.259999999999998
1520648875905,29.259999999999998
1520648883907,29.250000000000007
1520648883899,29.250000000000007
1520648891916,29.259999999999998
1520648891908,29.259999999999998
1520648899910,29.270000000000003
1520648899902,29.270000000000003
1520648907903,29.270000000000003
1520648907895,29.270000000000003
1520648915912,29.270000000000003
1520648915904,29.28000000000001
1520648923906,29.28000000000001
1520648923898,29.28000000000001
1520648931899,29.28000000000001
1520648931891,29.29
1520648939908,29.29
1520648939900,29.29
1520648947901,29.29
1520648947893,29.29
1520648955910,29.28000000000001
1520648955902,29.28000000000001
1520648963920,29.28000000000001
1520648963912,29.28000000000001
1520648971913,29.270000000000003
1520648971905,29.28000000000001
1520648979907,29.270000000000003
1520648979899,29.270000000000003
1520648987916,29.259999999999998
1520648987908,29.259999999999998
1520648995909,29.259999999999998
1520648995901,29.259999999999998
1520649003918,29.270000000000003
1520649003910,29.270000000000003
1520649011911,29.259999999999998
1520649011903,29.259999999999998
1520649019904,29.259999999999998
1520649019896,29.259999999999998
1520649027914,29.240000000000002
1520649027906,29.240000000000002
1520649035907,29.250000000000007
1520649035899,29.250000000000007
1520649043916,29.259999999999998
1520649043908,29.259999999999998
1520649051926,29.270000000000003
1520649051918,29.270000000000003
1520649059903,29.270000000000003
1520649059895,29.270000000000003
1520649067912,29.270000000000003
1520649067904,29.270000000000003
1520649075921,29.28000000000001
1520649075913,29.28000000000001
1520649083915,29.29
1520649083907,29.29
1520649091908,29.29
1520649091900,29.29
1520649099918,29.29
1520649099910,29.300000000000004
1520649107911,29.300000000000004
1520649107903,29.31000000000001
1520649115920,29.28000000000001
1520649115912,29.29
1520649123914,29.28000000000001
1520649123906,29.28000000000001
1520649131923,29.28000000000001
1520649131915,29.29
1520649139916,29.29
1520649139908,29.29
1520649147909,29.28000000000001
1520649147901,29.28000000000001
1520649155950,29.29
1520649155942,29.29
1520649163912,29.28000000000001
1520649163904,29.28000000000001
1520649171921,29.240000000000002
1520649171913,29.240000000000002
1520649179914,29.220000000000006
1520649179906,29.220000000000006
1520649187908,29.229999999999997
1520649187900,29.229999999999997
1520649195917,29.240000000000002
1520649195909,29.240000000000002
1520649203910,29.240000000000002
1520649203902,29.240000000000002
1520649211920,29.240000000000002
1520649211912,29.240000000000002
1520649219913,29.250000000000007
1520649219905,29.250000000000007
1520649227922,29.259999999999998
1520649227914,29.259999999999998
1520649235916,29.259999999999998
1520649235908,29.259999999999998
1520649243925,29.259999999999998
1520649243917,29.259999999999998
1520649251919,29.270000000000003
1520649251911,29.270000000000003
1520649259928,29.270000000000003
1520649259920,29.270000000000003
1520649267921,29.270000000000003
1520649267913,29.28000000000001
1520649275914,29.28000000000001
1520649275906,29.28000000000001
1520649283924,29.28000000000001
1520649283916,29.28000000000001
1520649291917,29.28000000000001
1520649291909,29.28000000000001
1520649299910,29.28000000000001
1520649299902,29.29
1520649307919,29.28000000000001
1520649307911,29.28000000000001
1520649315929,29.270000000000003
1520649315921,29.270000000000003
1520649323922,29.28000000000001
1520649323914,29.28000000000001
1520649331931,29.270000000000003
1520649331923,29.28000000000001
1520649339924,29.28000000000001
1520649339916,29.28000000000001
1520649347918,29.29
1520649347910,29.29
1520649355927,29.29
1520649355919,29.300000000000004
1520649363919,29.300000000000004
1520649363911,29.300000000000004
1520649371913,29.300000000000004
1520649371905,29.300000000000004
1520649379922,29.31000000000001
1520649379914,29.31000000000001
1520649387932,29.31000000000001
1520649387924,29.31000000000001
1520649395925,29.29
1520649395917,29.300000000000004
1520649403918,29.28000000000001
1520649403910,29.28000000000001
1520649420033,29.270000000000003
1520649420025,29.270000000000003
1520649427930,29.270000000000003
1520649427922,29.270000000000003
1520649435923,29.250000000000007
1520649435915,29.250000000000007
1520649443932,29.229999999999997
1520649443924,29.240000000000002
1520649451925,29.220000000000006
1520649451917,29.229999999999997
1520649459918,29.21
1520649459910,29.220000000000006
1520649467927,29.21
1520649467919,29.220000000000006
1520649475937,29.21
1520649475929,29.21
1520649483930,29.20000000000001
1520649483922,29.20000000000001
1520649491939,29.20000000000001
1520649491931,29.20000000000001
1520649499932,29.20000000000001
1520649499924,29.20000000000001
1520649507942,29.190000000000005
1520649507934,29.20000000000001
1520649515935,29.20000000000001
1520649515927,29.20000000000001
1520649523928,29.21
1520649523920,29.21
1520649531937,29.220000000000006
1520649531929,29.220000000000006
1520649539931,29.21
1520649539923,29.21
1520649547924,29.20000000000001
1520649547916,29.20000000000001
1520649555933,29.18
1520649555925,29.18
1520649563926,29.160000000000004
1520649563918,29.17000000000001
1520649571935,29.17000000000001
1520649571927,29.17000000000001
1520649579928,29.140000000000008
1520649579920,29.140000000000008
1520649587938,29.130000000000003
1520649587930,29.130000000000003
1520649595931,29.119999999999997
1520649595923,29.119999999999997
1520649603940,29.119999999999997
1520649603932,29.119999999999997
1520649611933,29.15
1520649611925,29.15
1520649619927,29.160000000000004
1520649619919,29.160000000000004
1520649627936,29.17000000000001
1520649627928,29.18
1520649635929,29.18
1520649635921,29.18
1520649643938,29.18
1520649643930,29.18
1520649651931,29.18
1520649651923,29.190000000000005
1520649659941,29.190000000000005
1520649659933,29.20000000000001
1520649667934,29.190000000000005
1520649667926,29.20000000000001
1520649675927,29.20000000000001
1520649675919,29.20000000000001
1520649683936,29.20000000000001
1520649683928,29.20000000000001
1520649691945,29.20000000000001
1520649691937,29.20000000000001
1520649699923,29.21
1520649699915,29.220000000000006
1520649707932,29.220000000000006
1520649707924,29.229999999999997
1520649715941,29.240000000000002
1520649715933,29.240000000000002
1520649723934,29.240000000000002
1520649723926,29.250000000000007
1520649731927,29.250000000000007
1520649731919,29.250000000000007
1520649739937,29.259999999999998
1520649739929,29.270000000000003
1520649747930,29.270000000000003
1520649747922,29.28000000000001
